Date/Time Reported,Date/Time Occurred,Location,Incident,CAD #,Report #,Disposition
4/10/2023 23:07,,William & Linda Frost Center For Research & Innovation,ALARM - Fire Alarm,23-04-10-004896,,TURNED OVER TO FACILITY SVS
4/10/2023 22:54,,Faculty Offices,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-10-004895,230446,REPORT TAKEN
4/10/2023 22:52,,Sierra Madre Hall,PATROL ACTIVITY - Foot Patrol,23-04-10-004894,,IN SERVICE
4/10/2023 22:44,,Animal Nutrition Center,PATROL ACTIVITY - Patrol Check,23-04-10-004893,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/10/2023 22:43,,Beef Cattle Evaluation Center,PATROL ACTIVITY - Patrol Check,23-04-10-004892,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/10/2023 22:33,,Eucalyptus House,PATROL ACTIVITY - Patrol Check,23-04-10-004891,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/10/2023 22:18,,Center For Science,PATROL ACTIVITY - Patrol Check,23-04-10-004890,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
4/10/2023 22:10,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-04-10-004889,,False/Mechanical
4/10/2023 22:01,,Albert B. Smith Alumni & Conference Center,PATROL ACTIVITY - Patrol Check,23-04-10-004888,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/10/2023 21:54,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-04-10-004887,,IN SERVICE
4/10/2023 21:48,,Pcv Huasna,ALARM - Fire Alarm,23-04-10-004886,,TURNED OVER TO ENGINEERING SVS
4/10/2023 21:43,,Simpson Strong-tie  Lab,PATROL ACTIVITY - Patrol Check,23-04-10-004885,,
4/10/2023 21:14,,Cerro Vista Bishop,ALARM - Fire Alarm,23-04-10-004884,,TURNED OVER TO ENGINEERING SVS
4/10/2023 21:11,,Engineering Plaza,CITIZEN ASSIST - Escort,23-04-10-004883,,COMPLETED- NO REPORT
4/10/2023 21:05,,Poly Canyon Village,ALARM - Audible Alarm,23-04-10-004882,,False/Cooking related
4/10/2023 19:50,,North Perimeter Road,VEHICLE - Vehicle Stop,23-04-10-004880,,DRIVER WARNED/ADVISED
4/10/2023 19:30,,Julian A. Mcphee University Union,PATROL ACTIVITY - Foot Patrol,23-04-10-004879,,IN SERVICE
4/10/2023 18:16,,H2-b Parking Lot,PROPERTY - Found Property report,23-04-10-004871,,TURNED OVER TO
4/10/2023 18:12,,Frank E Pilling Computer Science,ALARM - Fire Alarm,23-04-10-004870,,TURNED OVER TO
4/10/2023 17:42,,Pcv Estrella,ALARM - Fire Alarm,23-04-10-004869,,TURNED OVER TO HOUSING
4/10/2023 17:33,,Cal Poly Police Department,FOLLOWUP - Followup,23-04-10-004868,,COMPLETED- NO REPORT
4/10/2023 16:14,,K-1 Parking Lot,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-10-004866,,UNFOUNDED
4/10/2023 15:44,,Poly Canyon Village,PROPERTY - Found Property report,23-04-10-004861,,TURNED OVER TO OWNER
4/10/2023 14:57,,Pcv Huasna,ALARM - Fire Alarm,23-04-10-004859,,TURNED OVER TO FACILITY SVS
4/10/2023 13:46,,Fremont Hall,ALARM - Fire Alarm,23-04-10-004857,,TURNED OVER TO HOUSING
4/10/2023 12:27,,Pcv Estrella,CITIZEN ASSIST - Citizen Contact,23-04-10-004856,,SUBJECT(S) ADVISED/WARNED
4/10/2023 12:11,,Pcv Estrella,ALARM - Fire Alarm,23-04-10-004855,,False/Cooking related
4/10/2023 10:27,,William & Linda Frost Center For Research & Innovation,ALARM - Elevator Emergency/Alarm,23-04-10-004850,,UNFOUNDED
4/10/2023 10:01,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-04-10-004849,,IN SERVICE
4/10/2023 9:59,,William & Linda Frost Center For Research & Innovation,ALARM - Fire Alarm,23-04-10-004848,,CALLED PRIOR
4/10/2023 9:48,,Ytt Parking Structure,PARKING - Dispenser Malfunction,23-04-10-004847,,COMPLETED- NO REPORT
4/10/2023 9:45,,Cafes Advising Center,BURGLARY - Burglary report,23-04-10-004846,,GENERAL INCIDENT/DOCUMENTATION
4/10/2023 9:24,,Walter F. Dexter Building,PROPERTY - Found Property report,23-04-10-004845,,TURNED OVER TO OWNER
4/10/2023 9:11,,Crops Unit Area,CITIZEN ASSIST - Keep the Peace,23-04-10-004844,,COMPLETED- NO REPORT
4/10/2023 9:05,,Yak?ityutyu - B,ALARM - Elevator Emergency/Alarm,23-04-10-004843,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
4/10/2023 8:53,,Trinity Hall,VANDALISM - Malicious Mischief report,23-04-10-004842,230444,REPORT TAKEN
4/10/2023 8:49,04/10/2023 08:49 am - 04/10/2023 09:26 am,Muir Hall,LARCENY-THEFT - Theft Report,,230445,
4/10/2023 8:49,,Muir Hall,LARCENY-THEFT - Theft Report,23-04-10-004841,230445,REPORT TAKEN
4/10/2023 7:52,,C-3 Parking Lot,PARKING - Parking Violation,23-04-10-004837,,TURNED OVER TO
4/10/2023 7:45,04/09/2023 04:00 pm - 04/10/2023 07:45 am,K-2 Parking Lot,VANDALISM - Vandalism - Less Than $400,,230442,
4/10/2023 7:45,,K-2 Parking Lot,VANDALISM - Malicious Mischief report,23-04-10-004836,230442,REPORT TAKEN
4/10/2023 7:15,,Pcv Estrella,ALARM - Fire Alarm,23-04-10-004835,,TURNED OVER TO HOUSING
4/10/2023 7:11,,Pcv Huasna,ALARM - Fire Alarm,23-04-10-004834,,TURNED OVER TO HOUSING
4/10/2023 1:06,,Mathematics And Science,ALARM - Burglary Alarm,23-04-10-004827,,False/Custodial
4/10/2023 0:59,,Cal Poly Police Department,PROPERTY - Found Property report,23-04-10-004826,,TURNED OVER TO OWNER
4/10/2023 0:24,,Lassen Hall,ALARM - Fire Alarm,23-04-10-004824,,False/Cooking related
4/10/2023 0:02,,Dairy Science Unit,PATROL ACTIVITY - Patrol Check,23-04-10-004823,,COMPLETED- NO REPORT
4/9/2023 23:41,04/08/2023 01:00 am - 04/09/2023 11:30 pm,Yak?ityutyu - G,VANDALISM - Vandalism - Less Than $400,,230441,Closed
4/9/2023 23:41,,Yak?ityutyu - G,VANDALISM - Malicious Mischief report,23-04-09-004822,230441,REPORT TAKEN
4/9/2023 23:10,,Children's Center (asi),PATROL ACTIVITY - Patrol Check,23-04-09-004821,,COMPLETED- NO REPORT
4/9/2023 22:42,,Health & Wellbeing Center,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-09-004817,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/9/2023 22:31,,Yosemite Hall,PATROL ACTIVITY - Patrol Check,23-04-09-004816,,COMPLETED- NO REPORT
4/9/2023 22:08,,A-1 Parking Lot,VEHICLE - Vehicle Stop,23-04-09-004815,,DRIVER WARNED/ADVISED
4/9/2023 21:36,,Pcv Huasna,ALARM - Fire Alarm,23-04-09-004814,,False/Cooking related
4/9/2023 21:26,04/09/2023 09:26 pm - 04/09/2023 09:53 pm,Pump House 1,VANDALISM - VANDALISM ($400 OR MORE),,230440,Closed
4/9/2023 21:26,,Pump House 1,VANDALISM - Malicious Mischief report,23-04-09-004813,230440,REPORT TAKEN
4/9/2023 21:11,,Pcv Gypsum,ALARM - Fire Alarm,23-04-09-004812,,False/Cooking related
4/9/2023 20:59,04/09/2023 08:59 pm - 04/09/2023 09:22 pm,H4-a Parking Lot,CITIZEN ASSIST - Check The Welfare,,230439,Closed
4/9/2023 20:59,,H4-a Parking Lot,CITIZEN ASSIST - Check The Welfare,23-04-09-004811,230439,REPORT TAKEN
4/9/2023 20:03,,Pcv Inyo,ALARM - Fire Alarm,23-04-09-004809,,False/Cooking related
4/9/2023 19:41,,Cerro Vista Circle,PARKING - Parking Violation,23-04-09-004808,,COMPLETED- NO REPORT
4/9/2023 19:27,,California Boulevard,CITIZEN ASSIST - Escort,23-04-09-004807,,COMPLETED- NO REPORT
4/9/2023 17:40,,Yak?ityutyu - F,CITIZEN ASSIST - Public Assist (specify),23-04-09-004805,,COMPLETED- NO REPORT
4/9/2023 17:34,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-04-09-004804,,IN SERVICE
4/9/2023 16:23,,Pcv Gypsum,ALARM - Elevator Emergency/Alarm,23-04-09-004803,,False/Human Error
4/9/2023 16:19,,Cerro Vista Housing Area,PARKING - Parking Violation,23-04-09-004802,,CLEARED BY CITATION
4/9/2023 14:04,04/08/2023 04:00 pm - 04/09/2023 12:00 pm,Yak?ityutyu - G,VANDALISM - VANDALISM ($400 OR MORE),,230438,Closed
4/9/2023 14:04,,Yak?ityutyu - G,VANDALISM - Malicious Mischief report,23-04-09-004800,230438,REPORT TAKEN
4/9/2023 10:42,,Yak?ityutyu - H,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-09-004798,,UNFOUNDED
4/9/2023 10:38,,Yak?ityutyu - A,ALARM - Fire Alarm,23-04-09-004797,,False/Cooking related
4/9/2023 9:49,,California Boulevard,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-09-004796,230437,REPORT TAKEN
4/9/2023 2:15,,Muir Hall,VANDALISM - Malicious Mischief report,23-04-09-004793,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/9/2023 1:37,04/08/2023 11:00 am - 04/09/2023 12:00 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230436,Closed
4/9/2023 1:37,,Trinity Hall,VANDALISM - Malicious Mischief report,23-04-09-004791,230436,REPORT TAKEN
4/9/2023 0:42,,Off Campus - 1621 Mccollum,CITIZEN ASSIST - Citizen Contact,23-04-09-004790,,SUBJECT(S) ADVISED/WARNED
4/9/2023 0:19,04/07/2023 11:00 pm - 04/08/2023 10:44 pm,Pcv Estrella,VANDALISM - VANDALISM ($400 OR MORE),,230435,Closed
4/9/2023 0:19,,Pcv Estrella,VANDALISM - Malicious Mischief report,23-04-09-004789,230435,REPORT TAKEN
4/8/2023 23:59,,Red Brick Dorms,PATROL ACTIVITY - Foot Patrol,23-04-08-004788,,COMPLETED- NO REPORT
4/8/2023 23:51,,Village Drive,PARKING - Parking Violation,23-04-08-004787,,CLEARED BY CITATION
4/8/2023 23:45,,North Perimeter Road,VEHICLE - Vehicle Stop,23-04-08-004786,,DRIVER WARNED/ADVISED
4/8/2023 23:23,,North Mountain Dorms,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-08-004785,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/8/2023 22:56,,Mountain Lane,VEHICLE - Vehicle Stop,23-04-08-004784,,DRIVER WARNED/ADVISED
4/8/2023 22:47,,Klamath Road,VEHICLE - Vehicle Stop,23-04-08-004783,,DRIVER WARNED/ADVISED
4/8/2023 22:21,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-04-08-004782,,COMPLETED- NO REPORT
4/8/2023 22:13,,Off Campus - Stafford Lane Apartments ,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-08-004781,,TURNED OVER TO SLPD
4/8/2023 22:08,,Yak?ityutyu - A,ALARM - Fire Alarm,23-04-08-004780,,False/Cooking related
4/8/2023 20:08,,Grand Avenue Parking Structure,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-08-004776,,COMPLETED- NO REPORT
4/8/2023 19:35,,Cerro Vista  Cabrillo,ALARM - Elevator Emergency/Alarm,23-04-08-004775,,COMPLETED- NO REPORT
4/8/2023 18:39,,Pcv Aliso,ALARM - Fire Alarm,23-04-08-004774,,TURNED OVER TO FACILITY SVS
4/8/2023 18:34,,North Perimeter Road,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-08-004773,,COMPLETED- NO REPORT
4/8/2023 18:17,,Pcv Corralitos,ALARM - Fire Alarm,23-04-08-004772,,False/Cooking related
4/8/2023 13:44,,Baseball Stadium,DOCUMENTATION - General Incident,23-04-08-004769,,COMPLETED- NO REPORT
4/8/2023 11:46,,Recreation Center,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-08-004768,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
4/8/2023 11:09,04/08/2023 11:09 am - 04/08/2023 11:24 am,Lower Soccer Field/sports Complex,MEDICAL - Medical Aid,,230434,Closed
4/8/2023 11:09,,Lower Soccer Field/sports Complex,MEDICAL - Medical Aid,23-04-08-004767,230434,REPORT TAKEN
4/8/2023 9:45,,Muir Hall,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-08-004765,,COMPLETED- NO REPORT
4/8/2023 9:32,,English,CITIZEN ASSIST - Public Assist (specify),23-04-08-004762,,COMPLETED- NO REPORT
4/8/2023 2:56,04/07/2023 11:00 pm - 04/08/2023 01:26 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230433,Closed
4/8/2023 2:56,,Trinity Hall,VANDALISM - Malicious Mischief report,23-04-08-004760,230433,REPORT TAKEN
4/8/2023 2:46,,Village Drive Parking Structure,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-08-004759,,COMPLETED- NO REPORT
4/8/2023 1:49,,Advanced Technology Lab,ALARM - Burglary Alarm,23-04-08-004758,,COMPLETED- NO REPORT
4/8/2023 1:32,04/08/2023 01:32 am - 04/08/2023 01:50 am,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230432,Closed
4/8/2023 1:32,,Muir Hall,VANDALISM - Malicious Mischief report,23-04-08-004757,230432,REPORT TAKEN
4/8/2023 1:15,,Village Drive,VEHICLE - Vehicle Stop,23-04-08-004756,,CLEARED BY CITATION
4/8/2023 0:17,,Muir Hall,DISTURBANCE - Disturbance (specify) In Progress,23-04-08-004755,,COMPLETED- NO REPORT
4/7/2023 23:50,,Julian A. Mcphee University Union,CITIZEN ASSIST - Public Assist (specify),23-04-07-004754,,CALLED PRIOR
4/7/2023 23:34,,Cerro Vista  Morro,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-07-004753,,COMPLETED- NO REPORT
4/7/2023 22:43,,H. P. Davidson Music Center,CITIZEN ASSIST - Public Assist (specify),23-04-07-004752,,TURNED OVER TO ENGINEERING SVS
4/7/2023 22:35,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-04-07-004751,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/7/2023 21:51,04/07/2023 09:51 pm - 04/07/2023 11:21 pm,Cerro Vista  Romauldo,CITIZEN ASSIST - Check The Welfare,,230431,Closed
4/7/2023 21:51,,Cerro Vista  Romauldo,CITIZEN ASSIST - Check The Welfare,23-04-07-004750,230431,REPORT TAKEN
4/7/2023 21:00,,Santa Lucia Hall,ALARM - Fire Alarm,23-04-07-004749,,False/Mechanical
4/7/2023 20:47,,Red Brick Dorms,PATROL ACTIVITY - Patrol Check,23-04-07-004748,,COMPLETED- NO REPORT
4/7/2023 19:53,,Baseball Stadium,PATROL ACTIVITY - Patrol Check,23-04-07-004746,,COMPLETED- NO REPORT
4/7/2023 16:31,,Health & Wellbeing Center,SEX OFFENSE - Sex Offense Report,23-04-07-004742,230458,REPORT TAKEN
4/7/2023 13:20,04/07/2023 12:30 am - 04/07/2023 01:20 pm,Cerro Vista  Cabrillo,CITIZEN ASSIST - Check The Welfare,,230430,Closed
4/7/2023 13:15,,Cerro Vista  Cabrillo,CITIZEN ASSIST - Check The Welfare,23-04-07-004741,230430,REPORT TAKEN
4/7/2023 13:12,,Pcv Estrella,ALARM - Fire Alarm,23-04-07-004740,,False/Cooking related
4/7/2023 12:12,,Cal Poly Pier,ALARM - Equipment Alarm,23-04-07-004736,,TURNED OVER TO FACILITY SVS
4/7/2023 11:50,10/01/2022 12:01 am - 04/07/2023 11:50 am,Unknown On-campus,DOCUMENTATION - OSRR Referral,,230429,Closed
4/7/2023 11:50,,Unknown On-campus,THREATS REPORT - Threats Report,23-04-07-004735,230429,GENERAL INCIDENT/DOCUMENTATION
4/7/2023 9:37,,Fremont Hall,ALARM - Fire Alarm,23-04-07-004733,,TURNED OVER TO FACILITY SVS
4/7/2023 8:48,,Grand Avenue,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-07-004730,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/7/2023 0:17,,Yak?ityutyu - A,ALARM - Elevator Emergency/Alarm,23-04-07-004724,,COMPLETED- NO REPORT
4/7/2023 0:01,,Yak?ityutyu - E,VANDALISM - Malicious Mischief report,23-04-07-004723,,UNFOUNDED
4/6/2023 23:57,,Pcv Inyo,VANDALISM - Malicious Mischief in progress,23-04-06-004722,,COMPLETED- NO REPORT
4/6/2023 23:09,,Yak?ityutyu - B,NARCOTICS - Narcotics Code Violation in progress,23-04-06-004721,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/6/2023 23:04,,Education Building,ALARM - Burglary Alarm,23-04-06-004720,,False/Custodial
4/6/2023 22:56,,Yak?ityutyu - D,ALARM - Fire Alarm,23-04-06-004719,,False/Human Error
4/6/2023 22:54,04/06/2023 10:54 pm - 04/06/2023 11:03 pm,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230427,Closed
4/6/2023 22:54,,Muir Hall,VANDALISM - Malicious Mischief report,23-04-06-004716,230427,REPORT TAKEN
4/6/2023 22:53,,Yosemite Tower 6,VANDALISM - Malicious Mischief report,23-04-06-004717,,UNFOUNDED
4/6/2023 22:30,04/06/2023 10:30 pm - 04/06/2023 11:12 pm,California Boulevard,DOCUMENTATION - General Incident,,230428,Closed
4/6/2023 22:30,,California Boulevard,CITIZEN ASSIST - Citizen Contact,23-04-06-004715,230428,CLEARED BY CITATION
4/6/2023 21:50,,Canyon Circle,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-06-004713,,UNFOUNDED
4/6/2023 21:09,,Pcv Aliso,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-04-06-004711,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/6/2023 21:00,,Highland Drive,VEHICLE - Vehicle Stop,23-04-06-004710,,IN SERVICE
4/6/2023 20:53,,Cal Poly Police Department,CITIZEN ASSIST - Public Assist (specify),23-04-06-004709,,COMPLETED- NO REPORT
4/6/2023 20:47,,Cal Poly Police Department,FOLLOWUP - Followup,23-04-06-004708,,COMPLETED- NO REPORT
4/6/2023 19:21,,Shasta Hall Area,CITIZEN ASSIST - Check The Welfare,23-04-06-004707,,COMPLETED- NO REPORT
4/6/2023 18:57,,Pcv Inyo,ALARM - Fire Alarm,23-04-06-004702,,False/Steam
4/6/2023 18:17,,Canyon Circle Parking Structure,VEHICLE - Vehicle Stop,23-04-06-004701,,IN SERVICE
4/6/2023 16:54,,Cal Poly Police Department,FOLLOWUP - Followup,23-04-06-004700,,COMPLETED- NO REPORT
4/6/2023 16:51,,Cal Poly Police Department,CITIZEN ASSIST - Public Assist (specify),23-04-06-004699,,COMPLETED- NO REPORT
4/6/2023 15:34,04/06/2023 03:34 pm - 04/06/2023 03:35 pm,Cal Poly Police Department,LARCENY-THEFT - Theft Report,,230426,
4/6/2023 15:34,,Cal Poly Police Department,LARCENY-THEFT - Theft Report,23-04-06-004694,230426,REPORT TAKEN
4/6/2023 15:26,,K-1 Parking Lot,FOLLOWUP - Followup,23-04-06-004691,,COMPLETED- NO REPORT
4/6/2023 15:25,,Off Campus - 1039 Connie,ASSAULT - Child Abuse report,23-04-06-004692,,TURNED OVER TO
4/6/2023 14:18,,Grand Avenue,TRAFFIC - Traffic Hazard,23-04-06-004690,,IN SERVICE
4/6/2023 14:13,,Off Campus - 8591 Mac Alpine,ASSAULT - Child Abuse report,23-04-06-004689,,IN SERVICE
4/6/2023 13:42,,Orfalea Business Building,CITIZEN ASSIST - Keep the Peace,23-04-06-004686,,IN SERVICE
4/6/2023 12:39,04/06/2023 12:39 pm - 04/06/2023 01:21 pm,Off Campus - Budget Inn On Olive,ASSIST - Assist Other Agency,,230425,Closed
4/6/2023 12:39,,Off Campus - Budget Inn On Olive,FOLLOWUP - Followup,23-04-06-004684,230425,REPORT TAKEN
4/6/2023 12:22,,Kennedy Library,TRAFFIC - Traffic or Vehicle Code Violation,23-04-06-004682,,IN SERVICE
4/6/2023 11:14,,,PROPERTY - Lost Property,23-04-06-004676,230424,IN SERVICE
4/6/2023 9:59,,Ytt Parking Structure,PARKING - Parking Violation,23-04-06-004675,,IN SERVICE
4/6/2023 9:49,,Trinity Hall,ALARM - Fire Alarm,23-04-06-004674,,False/Mechanical
4/6/2023 9:31,04/06/2023 09:31 am - 04/06/2023 09:45 am,Recreation Center Area,DOCUMENTATION - Bike Impound,,230422,
4/6/2023 9:31,,Recreation Center Area,DOCUMENTATION - Bike Impound,23-04-06-004672,230422,REPORT TAKEN
4/6/2023 9:20,,Poly Canyon Village,DISPATCH - 911 Unknown/Abandoned or Hangup,23-04-06-004671,,COMPLETED- NO REPORT
4/6/2023 9:16,,Cal Poly Pier,ALARM - Equipment Alarm,23-04-06-004670,,CALLED PRIOR
4/6/2023 8:56,04/05/2023 06:00 pm - 04/06/2023 05:00 am,Yosemite Hall,MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230423,Closed
4/6/2023 8:56,,Yosemite Hall,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-04-06-004668,230423,REPORT TAKEN
4/6/2023 3:27,,Yak?ityutyu - C,MEDICAL - Medical Aid,23-04-06-004657,,COMPLETED- NO REPORT
4/6/2023 3:20,,Pcv Estrella,LARCENY-THEFT - Theft Report,23-04-06-004656,,COMPLETED- NO REPORT
4/6/2023 0:49,,Pcv Inyo,ALARM - Fire Alarm,23-04-06-004655,,False/Vape
4/6/2023 0:39,,Administration,ALARM - Burglary Alarm,23-04-06-004654,,CALLED PRIOR
4/6/2023 0:14,,William & Linda Frost Center For Research & Innovation,ALARM - Fire Alarm,23-04-06-004653,,COMPLETED- NO REPORT
4/6/2023 0:06,,William & Linda Frost Center For Research & Innovation,ALARM - Fire Alarm,23-04-06-004652,,TURNED OVER TO FACILITY SVS
4/5/2023 23:55,,Ytt Parking Structure,ALARM - Elevator Emergency/Alarm,23-04-05-004651,,COMPLETED- NO REPORT
4/5/2023 23:34,,William & Linda Frost Center For Research & Innovation,PATROL ACTIVITY - Vehicle Check,23-04-05-004650,,IN SERVICE
4/5/2023 21:49,,Pcv Huasna,ALARM - Fire Alarm,23-04-05-004647,,False/Cooking related
4/5/2023 21:27,04/05/2023 09:27 pm - 04/05/2023 09:56 pm,Yosemite Hall Area,NARCOTICS - HS11357(B)(2)-M-P64-Possess More Than 28.5g Mariju,,230420,Arrest
4/5/2023 21:27,,Yosemite Hall Area,PATROL ACTIVITY - Foot Patrol,23-04-05-004645,230420,REPORT TAKEN
4/5/2023 21:09,,Yosemite Tower 5,PATROL ACTIVITY - Patrol Check,23-04-05-004643,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/5/2023 20:54,,Erhart Agricultural Scien,CITIZEN ASSIST - Escort,23-04-05-004642,,
4/5/2023 19:57,,H-1 Parking Lot,PATROL ACTIVITY,23-04-05-004640,,IN SERVICE
4/5/2023 19:41,,Frank E Pilling Computer Science,CITIZEN ASSIST - Escort,23-04-05-004639,,COMPLETED- NO REPORT
4/5/2023 19:26,,Julian A. Mcphee University Union,PATROL ACTIVITY - Foot Patrol,23-04-05-004637,,IN SERVICE
4/5/2023 19:13,04/05/2023 08:30 pm - 04/05/2023 08:40 pm,Pcv Aliso,DOCUMENTATION - General Incident,,230419,Closed
4/5/2023 19:13,,Pcv Aliso,STALKING - Stalking,23-04-05-004634,230419,REPORT TAKEN
4/5/2023 18:16,,Frank E Pilling Computer Science,ALARM - Fire Alarm,23-04-05-004632,,False/Mechanical
4/5/2023 17:15,,Ytt Parking Structure,PARKING - Parking Violation,23-04-05-004630,,CLEARED BY CITATION
4/5/2023 16:41,,Frank E Pilling Computer Science,FIRE - Fire,23-04-05-004628,,UNFOUNDED
4/5/2023 16:16,,Grand Avenue,PATROL ACTIVITY - Patrol Check,23-04-05-004622,,GONE ON ARRIVAL/UNABLE TO LOCATE
4/5/2023 15:21,03/16/2023 12:00 am - 04/04/2023 02:16 pm,Walter F. Dexter Building,BURGLARY - BURGLARY,,230449,Closed
4/5/2023 15:21,,Walter F. Dexter Building,LARCENY-THEFT - Theft Report,23-04-05-004617,230449,COMPLETED- NO REPORT
4/5/2023 14:23,,Cal Poly Pier,ALARM - Fire Alarm,23-04-05-004614,,CALLED PRIOR
4/5/2023 14:16,,North Perimeter Road,CITIZEN ASSIST - Citizen Contact,23-04-05-004613,,CLEARED BY CITATION
4/5/2023 13:34,,Center For Science,ALARM - Elevator Emergency/Alarm,23-04-05-004610,,UNFOUNDED
4/5/2023 12:38,,Village Drive Parking Structure,CITIZEN ASSIST - Public Assist (specify),23-04-05-004608,,TURNED OVER TO TAPS
4/5/2023 12:23,,Frank E Pilling Computer Science,CITIZEN ASSIST - Public Assist (specify),23-04-05-004607,,TURNED OVER TO TAPS
4/5/2023 12:03,,Agricultural Engineering,CRIMINAL - Skateboarding/Rollerblade on campus,23-04-05-004606,,IN SERVICE
4/5/2023 11:59,,Ytt Parking Structure,PARKING - Parking Violation,23-04-05-004605,,CLEARED BY CITATION
4/5/2023 11:47,,Canyon Circle,PROPERTY - Lost Property,23-04-05-004603,,TURNED OVER TO TAPS
4/5/2023 11:08,,H. P. Davidson Music Center,ALARM - Fire Alarm,23-04-05-004601,,COMPLETED- NO REPORT
4/5/2023 10:43,,Pcv Buena Vista,ALARM - Elevator Emergency/Alarm,23-04-05-004599,,CANCELLED
4/5/2023 10:29,,Yak?ityutyu - D,ALARM - Fire Alarm,23-04-05-004597,,False/Cooking related
4/5/2023 9:41,,Crops Unit Area,PATROL ACTIVITY - Patrol Check,23-04-05-004595,,COMPLETED- NO REPORT
4/5/2023 7:58,,Crops Science Unit,LARCENY-THEFT - Theft Report,23-04-05-004592,,COMPLETED- NO REPORT
4/5/2023 5:47,,Spanos Stadium,CAMPUS ADMINISTRATIVE POLICY - CAMPUS ADMINIISTRATIVE POLICY VIOLATION,23-04-05-004579,,SUBJECT(S) ADVISED/WARNED
4/5/2023 2:42,,Julian A. Mcphee University Union Area,PATROL ACTIVITY - Foot Patrol,23-04-05-004577,,IN SERVICE
